tfidf_0_fault,tfidf_1_system,tfidf_2_use,tfidf_3_softwar,tfidf_4_model,tfidf_5_base,tfidf_6_paper,tfidf_7_test,tfidf_8_propos,tfidf_9_method,tfidf_10_detect,tfidf_11_result,tfidf_12_perform,tfidf_13_develop,tfidf_14_error,tfidf_15_data,tfidf_16_present,tfidf_17_approach,tfidf_18_qualiti,tfidf_19_applic,tfidf_20_process,tfidf_21_time,tfidf_22_design,tfidf_23_techniqu,tfidf_24_algorithm,tfidf_25_network,tfidf_26_analysi,tfidf_27_effect,tfidf_28_measur,tfidf_29_studi,tfidf_30_provid,tfidf_31_predict,tfidf_32_gener,tfidf_33_show,tfidf_34_improv,tfidf_35_requir,tfidf_36_differ,tfidf_37_control,tfidf_38_simul,tfidf_39_evalu,tfidf_40_comput,tfidf_41_reliabl,tfidf_42_new,tfidf_43_implement,tfidf_44_also,tfidf_45_toler,tfidf_46_problem,tfidf_47_defect,tfidf_48_failur,tfidf_49_code,tfidf_50_two,tfidf_51_high,tfidf_52_case,tfidf_53_level,tfidf_54_oper,tfidf_55_inform,tfidf_56_estim,tfidf_57_tool,tfidf_58_program,tfidf_59_one,tfidf_60_servic,tfidf_61_set,tfidf_62_function,tfidf_63_distribut,tfidf_64_assess,tfidf_65_metric,tfidf_66_compon,tfidf_67_describ,tfidf_68_appli,tfidf_69_power,tfidf_70_number,tfidf_71_complex,tfidf_72_architectur,tfidf_73_work,tfidf_74_experi,tfidf_75_real,tfidf_76_import,tfidf_77_correct,tfidf_78_compar,tfidf_79_manag,tfidf_80_effici,tfidf_81_order,tfidf_82_current,tfidf_83_research,tfidf_84_cost,tfidf_85_specif,tfidf_86_project,tfidf_87_support,tfidf_88_exist,tfidf_89_analyz,tfidf_90_howev,tfidf_91_need,tfidf_92_hardwar,tfidf_93_product,tfidf_94_larg,tfidf_95_increas,tfidf_96_sever,tfidf_97_well,tfidf_98_depend,tfidf_99_experiment,label,abstract
0.0,0.0,0.03164089631236212,0.09504840808143003,0.07739751682987574,0.0,0.0,0.0,0.043733560629810556,0.0,0.0,0.039948283063128115,0.0,0.0,0.0,0.0,0.07363171100472159,0.0,0.0,0.0,0.10795444117018109,0.0,0.0,0.0,0.0,0.0,0.0,0.08932933584719041,0.0,0.05559066449893165,0.053275771355795504,0.0,0.0,0.0,0.05587841114978281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10726850546018245,0.0,0.10707388650434878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06553966282710363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17157083405991458,0.0660751480658159,0.0,0.0,0.16310248512415965,0.0,0.0,0.0,0.06927387979167467,0.0,0.0,0.0,0.0,0.0,0.18054254045865828,0.0,0.0,0.0,0.0,0.0,0.0,1,ongo research intern outsourc softwar product research examin softwar product ictsupport unifi process intern outsourc could execut manag effect address research question result depth literatur review area outsourc intern outsourc inform technolog intern softwar product present studi propos inform commun technolog ict support unifi process model intern outsourc softwar product supmiosp ict supmiosp provid detail guidelin manag entir process intern outsourc integr number key issu relationship risk manag theoret practic aspect ictsupmiosp present theoret level model use basi research practic level help manag stakehold understand multipl activ involv offshor outsourc improv systemat execut ict supiosp effect effici
0.0,0.0,0.0,0.0,0.0,0.0,0.03336853592357115,0.0,0.044897020297415394,0.0,0.0,0.06943772950436519,0.0,0.0,0.0,0.0,0.044645003579654695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11997878945743246,0.0,0.0,0.0,0.09260344417541685,0.0,0.0,0.0,0.09712732816128436,0.12245201097076577,0.0,0.0,0.0,0.0,0.0,0.0,0.05930516401945126,0.0,0.0,0.0,0.10531274581214478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06135297237514634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11598895330706711,0.06587071671068478,0.0,0.0,0.0,0.0,0.0,0.07013681208081121,0.14725547681206783,0.0,0.0,0.0,0.0,0.07012122237725449,0.0,0.0,0.0,0.0,0.0,0.0,0.07012901588832904,0.0,0.0,0.0,0.0,1,requir engin research conduct 40 year import recogn plethora result accumul date improv research understand histor root field real world problem tri solv expos research breadth depth solut propos provid synergist basi improv solut build new one solv real world problem face industri today increas practition awar avail solut detail meta analysi requir engin literatur provid object overview advanc current state disciplin paper repres first step plan multi year analysi present result demograph analysi date type outlet author author affili exist databas 000 requir engin public
0.0,0.0,0.03407102886149236,0.10234846140297431,0.0,0.0,0.0,0.0,0.0,0.052294243619152206,0.0,0.0,0.0,0.0,0.0,0.0,0.07928688637631229,0.054385402374255716,0.05364883477853326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05996613436844865,0.05681144872319841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06120226564016899,0.0,0.0,0.0,0.0629415863855204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06809658389424486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07057334032861422,0.0,0.0,0.06927538777757722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07359918989793916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehens literatur survey approach mine softwar repositori msr context softwar evolut present particular survey deal investig examin multipl version softwar artifact tempor inform taxonomi deriv analysi literatur present work via four dimens type softwar repositori mine purpos adopt invent methodolog use evalu method qualiti taxonomi demonstr express capabl repres wide spectrum msr investig effect facilit similar comparison msr investig lastli number open research issu msr requir investig identifi
0.0,0.05738558435042053,0.06873262611293138,0.06139113876177422,0.0,0.0,0.06209502799366089,0.0,0.0,0.04420868124373997,0.0,0.06157195954199688,0.040816488510509036,0.04297860120918365,0.0,0.14357063330463615,0.06702781117069814,0.045976511973020655,0.04535383001416282,0.0,0.0,0.07634297131956558,0.0,0.0,0.0,0.0,0.05069436970961596,0.0,0.0,0.0,0.0,0.12103190658502982,0.0,0.0,0.0,0.0,0.10865858242203293,0.0,0.0,0.0532097672118105,0.0,0.0,0.0,0.0,0.08403192496290292,0.0,0.05515357752567912,0.0,0.0,0.0,0.0,0.0,0.0,0.057672351981624514,0.0,0.09747061623307976,0.0,0.0,0.0,0.05440302786147815,0.0,0.17890456348394015,0.0,0.0,0.10381112805599536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05856425725553007,0.0,0.0,0.05840901096942772,0.0,0.05771103981108963,0.0,0.0,0.059221364857599074,0.0,0.10534681746662296,0.06310419200435419,0.0,0.1447597787365618,0.0,0.0,0.0,0.0,0.10493896807610538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,object build pictur natur type data set use develop evalu differ softwar project effort predict system believ import sinc grow bodi publish work seek assess differ predict approach method perform exhaust search 1980 onward three softwar engin journal research paper use project data set compar cost predict system result identifi total 50 paper use one time total 71 uniqu project data set observ better known easili access data set use repeatedli make potenti disproportion influenti data set also tend amongst oldest potenti problem obsolesc also note 60 percent data set public domain final extract relev inform research paper time consum due differ style present level contextur inform conclus first commun need consid qualiti appropri data set utilis data set equal second need assess way result present order facilit meta analysi whether standard protocol would appropri
0.0,0.07922467581247973,0.0,0.0,0.1615227768540107,0.0,0.05580067980891861,0.0,0.0,0.10333797195465108,0.0,0.0,0.0,0.0,0.0,0.0,0.04409410056684313,0.0,0.05051660205595169,0.0,0.0,0.0,0.11206512952016817,0.0,0.0,0.0,0.0,0.053494569998009965,0.0,0.05636534544131018,0.054018193219823485,0.0,0.0,0.0,0.0,0.0,0.05767027014561687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669959350078826,0.0,0.0,0.0,0.0,0.06980915055677606,0.0,0.11892537540478816,0.0,0.0,0.0,0.06903387311789995,0.0,0.0,0.0,0.0,0.0,0.06827718775740507,0.0,0.0,1,model key activ conceptu design system design user well stakehold expert entrepreneur need abl creat share understand system represent paper conduct literatur review provid overview studi collabor model effort conduct give first insight challeng collabor model specif respect group composit collabor particip method model method qualiti collabor model found critic challeng deal lack model skill model support group creat model group versu train empow particip activ particip model effort anoth critic challeng resolv conflict part model integr submodel model differ perspect overview challeng present paper inspir design method support system ultim advanc effici effect collabor model task
0.0,0.0,0.0709490479898421,0.11070216823783549,0.0,0.0,0.0,0.0,0.05791858198853271,0.0,0.0,0.0,0.0,0.06252665773263329,0.0,0.0,0.0,0.0,0.0,0.0,0.06812576389864326,0.06559749954986739,0.0,0.12008558731456842,0.0,0.0,0.07375180705339983,0.0,0.0,0.0,0.1194613838148888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2100858162431128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08520117374131657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09051897891712925,0.0,0.0,0.10035260186768435,0.09174292759604305,0.0,0.0,0.0,0.09016853538908134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,articl highlight tool integr within softwar engin environ tool integr concern techniqu use form coalit tool provid environ support activ within softwar engin process techniqu use creat environ attempt address aspect softwar develop vari success articl provid time analysi review mani signific project field combin evid collect industri conclud propos empir manifesto futur research see need work justifi tool integr effort term relev socio econom indic
0.0,0.0,0.06503382931296435,0.08186747234478475,0.0,0.0,0.0,0.0,0.0,0.058953996653583,0.0,0.04849466415791446,0.054430375649359465,0.0,0.0,0.1622356571957675,0.0,0.0,0.12692637360222736,0.0,0.0,0.0,0.0,0.06501131177369208,0.0,0.0,0.11446168423412727,0.0,0.0,0.11425952510091499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07665914047296905,0.07690832547081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18487541504852623,0.0,0.0,0.1715880752228822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08728011002424563,0.0,0.0,0.0,0.08297216088541773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13994019723592635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,object assess extent type techniqu use manag qualiti within softwar engin data set consid particularli interest question context initi promot share secondari analysi data set method perform systemat review avail empir softwar engin studi result 23 mani hundr studi assess explicitli consid data qualiti conclus first commun need consid qualiti appropri data set utilis data set equal second need research mean identifi ideal repair noisi case third becom routin use sensit analysi assess conclus stabil respect assumpt must made concern nois level
0.0,0.0,0.03638267472233507,0.10929258387510803,0.0,0.0,0.037374923865985475,0.0,0.0,0.0,0.0,0.0,0.0,0.05428851695017698,0.0,0.0,0.050005298812273065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064034707315485,0.0,0.0,0.10822869535015274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21941201570457963,0.0,0.0,0.08713073951248128,0.0,0.0,0.0,0.07384467216358494,0.0,0.0,0.0,0.07904273700072338,0.0,0.0,0.0,0.0,0.0,1,open sourc softwar oss creat potenti inclus larg divers commun everi aspect softwar develop consumpt life cycl howev despit year effort ever grow research commun still know exactli know oss clear idea basi knowledg paper present analysi 155 research artefact area open sourc softwar purpos studi identifi kind open sourc project commun research kind research question ask methodolog use research emerg studi clearer understand know open sourc softwar recommend futur research effort
0.0,0.0,0.05296806834807359,0.0,0.0,0.0,0.032136983996971645,0.0,0.0,0.0,0.0,0.06687495091121186,0.0,0.04668020747555199,0.0,0.0,0.0,0.0,0.0,0.0,0.05086030356552063,0.0,0.0,0.11112095091141866,0.0,0.0,0.0,0.12447841629815286,0.0,0.13115852571379882,0.0,0.0,0.0559337320855104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05908858260676447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06427661044574996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06757829171670898,0.0,0.0,0.07491972937248642,0.0,0.0,0.0,0.06349564901033874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,paper report systemat review empir studi concern effect elicit techniqu subsequ aggreg empir evid gather studi signific result aggreg process follow interview preferenti structur appear one effect elicit techniqu mani techniqu often cite literatur like card sort rank think aloud tend less effect interview analyst experi appear relev factor studi conduct found use intermedi represent elicit signific posit effect note gener rule studi result aggreg replic therefor claim said absolut certain howev use research piec knowledg investig practition develop project alway take account preliminari find
0.0,0.0,0.03108158772722264,0.08211215725906727,0.044904176222285916,0.0984088615021699,0.0,0.0,0.0,0.0,0.0,0.039242126781769554,0.0,0.07852559964107196,0.0,0.0,0.0,0.0,0.0,0.0,0.10604615623557175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245938389085888,0.08860921236085934,0.0,0.055572197427416495,0.0,0.09293796924856525,0.0,0.05587224167405316,0.0,0.0,0.0,0.0,0.0,0.05674717522105053,0.0,0.0,0.0,0.05951657913349047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06212169156492094,0.0671265531615033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2115371331387246,0.0,0.0,0.0,0.10446560260144806,0.0,0.0,0.0,0.0,0.06319706549806318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16249743058638236,0.0,0.1260302169180057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706690453178193,0.0,0.0,0.0,1,sever studi suggest uncertainti assess softwar develop cost strongli bias toward overconfid softwar cost estim typic believ accur realli overconfid may lead poor project plan mean improv cost uncertainti assess provid evid base guidelin assess softwar develop cost uncertainti base result relev empir studi gener guidelin provid reli sole unaid intuit base uncertainti assess process replac expert judgment formal uncertainti assess model appli structur explicit judgment base process appli strategi base outsid view project combin uncertainti assess differ sourc group work mechan combin use motiv mechan care greater effort like lead improv assess frame assess problem fit structur relev uncertainti inform assess process guidelin preliminari updat respons new evid
